seq known correct t5 t3 mut add mapped amb
hsa-mir-6068_hsa-miR-6068_1:19_0:-2_mut:null_add:TA hsa-miR-6068 False True False True False hsa-miR-6068 1
hsa-mir-602_hsa-miR-602_20:37_4:-1_mut:null_add:null hsa-miR-602 True True False False False hsa-miR-602 1
hsa-mir-4653_hsa-miR-4653-5p_8:29_-2:-2_mut:5C_add:null hsa-miR-4653-5p True True True False False hsa-miR-4653-5p 1
hsa-mir-4750_hsa-miR-4750-5p_2:24_-1:0_mut:null_add:T hsa-miR-4750-5p True False False True False hsa-miR-4750-5p 1
hsa-mir-8084_hsa-miR-8084_15:32_4:-1_mut:null_add:null hsa-miR-8084 True True False False False hsa-miR-8084 1
hsa-mir-2114_hsa-miR-2114-5p_12:33_-1:-1_mut:null_add:TAA hsa-miR-2114-5p True True False True False hsa-miR-2114-5p 1
hsa-mir-6799_hsa-miR-6799-5p_6:23_0:-2_mut:null_add:null hsa-miR-6799-5p False True False False False hsa-miR-6799-5p 1
hsa-mir-154_hsa-miR-154-5p_18:35_3:-1_mut:null_add:null hsa-miR-154-5p True True False False False hsa-miR-154-5p 1
hsa-mir-921_hsa-miR-921_2:25_0:-1_mut:null_add:null hsa-miR-921 False True False False False hsa-miR-921 1
hsa-mir-6791_hsa-miR-6791-5p_8:26_2:-1_mut:null_add:A hsa-miR-6791-5p True True False True False hsa-miR-6791-5p 1
hsa-mir-6853_hsa-miR-6853-5p_10:28_4:-1_mut:null_add:null hsa-miR-6853-5p True True False False False hsa-miR-6853-5p 1
hsa-mir-7158_hsa-miR-7158-5p_1:23_0:-1_mut:null_add:null hsa-miR-7158-5p False True False False False hsa-miR-7158-5p 1
hsa-mir-548a-1_hsa-miR-548a-3p_60:82_-1:0_mut:null_add:null hsa-miR-548a-3p True False False False False hsa-miR-548a-3p 1
hsa-mir-5582_hsa-miR-5582-5p_5:21_4:-1_mut:null_add:null hsa-miR-5582-5p True True False False False hsa-miR-5582-5p 1
hsa-mir-543_hsa-miR-543_46:67_-1:-1_mut:null_add:null hsa-miR-543 True True False False False hsa-miR-543 1
hsa-mir-4439_hsa-miR-4439_3:24_-1:-1_mut:null_add:AA hsa-miR-4439 True True False True False hsa-miR-4439 1
hsa-mir-4321_hsa-miR-4321_49:69_-1:-1_mut:null_add:null hsa-miR-4321 True True False False False hsa-miR-4321 1
hsa-mir-4669_hsa-miR-4669_43:59_4:-1_mut:null_add:T hsa-miR-4669 True True False True False hsa-miR-4669 1
hsa-mir-770_hsa-miR-770-5p_22:40_2:-2_mut:null_add:null hsa-miR-770-5p True True False False False hsa-miR-770-5p 1
hsa-mir-3149_hsa-miR-3149_52:72_1:-1_mut:19C_add:null hsa-miR-3149 True True True False False hsa-miR-3149 1
hsa-mir-1279_hsa-miR-1279_16:31_1:0_mut:null_add:null hsa-miR-1279 True False False False False hsa-miR-1279 1
hsa-mir-4787_hsa-miR-4787-5p_15:34_1:-1_mut:null_add:null hsa-miR-4787-5p True True False False False hsa-miR-4787-5p 1
hsa-mir-4790_hsa-miR-4790-5p_12:27_2:-2_mut:null_add:TA hsa-miR-4790-5p True True False True False hsa-miR-4790-5p 2
hsa-mir-5187_hsa-miR-5187-5p_14:30_4:-1_mut:null_add:null hsa-miR-5187-5p True True False False False hsa-miR-5187-5p 1
hsa-mir-8058_hsa-miR-8058_56:78_-2:-1_mut:null_add:AT hsa-miR-8058 True True False True False hsa-miR-8058 1
hsa-mir-541_hsa-miR-541-5p_12:32_2:-2_mut:null_add:null hsa-miR-541-5p True True False False False hsa-miR-541-5p 1
hsa-mir-4665_hsa-miR-4665-5p_11:31_1:-1_mut:null_add:null hsa-miR-4665-5p True True False False False hsa-miR-4665-5p 1
hsa-mir-6788_hsa-miR-6788-5p_5:25_-1:-1_mut:null_add:null hsa-miR-6788-5p True True False False False hsa-miR-6788-5p 1
hsa-mir-5698_hsa-miR-5698_9:30_-1:-1_mut:null_add:null hsa-miR-5698 True True False False False hsa-miR-5698 1
hsa-mir-8087_hsa-miR-8087_14:31_3:-2_mut:18A_add:TA hsa-miR-8087 True True True True False hsa-miR-8087 1
hsa-mir-583_hsa-miR-583_18:35_2:-1_mut:null_add:null hsa-miR-583 True True False False False hsa-miR-583 1
hsa-mir-876_hsa-miR-876-5p_10:32_-1:0_mut:null_add:null hsa-miR-876-5p True False False False False hsa-miR-876-5p 1
hsa-mir-181b-2_hsa-miR-181b-5p_19:38_3:0_mut:null_add:null hsa-miR-181b-5p True False False False False hsa-miR-181b-5p 2
hsa-mir-3074_hsa-miR-3074-5p_16:31_4:-1_mut:null_add:null hsa-miR-3074-5p True True False False False hsa-miR-24-3p 3
hsa-mir-548e_hsa-miR-548e-5p_14:36_-1:0_mut:17G_add:null hsa-miR-548e-5p True False True False False hsa-miR-548e-5p 1
hsa-mir-548t_hsa-miR-548t-5p_13:29_3:-1_mut:null_add:null hsa-miR-548t-5p True True False False False hsa-miR-548t-5p 1
hsa-mir-206_hsa-miR-206_51:73_-2:-1_mut:null_add:null hsa-miR-206 True True False False False hsa-miR-206 1
hsa-mir-4302_hsa-miR-4302_9:27_-2:-1_mut:null_add:A hsa-miR-4302 True True False True False hsa-miR-4302 1
hsa-mir-221_hsa-miR-221-5p_27:45_2:-1_mut:null_add:null hsa-miR-221-5p True True False False False hsa-miR-221-5p 1
hsa-mir-607_hsa-miR-607_62:81_1:0_mut:18G_add:null hsa-miR-607 True False True False False hsa-miR-607 1
hsa-mir-3119-1_hsa-miR-3119_7:27_-2:-1_mut:null_add:A hsa-miR-3119 True True False True False hsa-miR-3119 1
hsa-mir-3657_hsa-miR-3657_70:88_1:-1_mut:null_add:null hsa-miR-3657 True True False False False hsa-miR-3657 1
hsa-mir-32_hsa-miR-32-5p_7:26_1:-1_mut:null_add:TAA hsa-miR-32-5p True True False True False hsa-miR-32-5p 1
hsa-mir-4290_hsa-miR-4290_67:84_0:-1_mut:null_add:T hsa-miR-4290 False True False True False hsa-miR-4290 1
hsa-mir-4280_hsa-miR-4280_14:30_3:-1_mut:null_add:T hsa-miR-4280 True True False True False hsa-miR-4280 1
hsa-mir-1306_hsa-miR-1306-5p_14:35_-1:-1_mut:1T_add:null hsa-miR-1306-5p True True True False False hsa-miR-1306-5p 1
hsa-mir-1229_hsa-miR-1229-5p_1:23_0:-1_mut:null_add:AT hsa-miR-1229-5p False True False True False hsa-miR-1229-5p 1
hsa-mir-4716_hsa-miR-4716-5p_11:32_-1:-1_mut:null_add:TT hsa-miR-4716-5p True True False True False hsa-miR-4716-5p 1
hsa-mir-4283-1_hsa-miR-4283_10:26_-1:-1_mut:null_add:AT hsa-miR-4283 True True False True False hsa-miR-4283 2
hsa-mir-658_hsa-miR-658_60:83_-1:-2_mut:null_add:null hsa-miR-658 True True False False False hsa-miR-658 1
hsa-mir-3909_hsa-miR-3909_74:90_3:-2_mut:null_add:null hsa-miR-3909 True True False False False hsa-miR-3909 1
hsa-mir-6796_hsa-miR-6796-5p_9:27_3:-1_mut:null_add:TAT hsa-miR-6796-5p True True False True False hsa-miR-6796-5p 1
hsa-mir-4772_hsa-miR-4772-5p_15:32_3:-1_mut:null_add:AA hsa-miR-4772-5p True True False True False hsa-miR-4772-5p 1
hsa-mir-5692a-2_hsa-miR-5692a_6:23_3:-1_mut:null_add:null hsa-miR-5692a True True False False False hsa-miR-5692a 2
hsa-mir-1261_hsa-miR-1261_4:22_-1:-1_mut:null_add:AT hsa-miR-1261 True True False True False hsa-miR-1261 1
hsa-mir-2277_hsa-miR-2277-5p_22:40_4:-1_mut:null_add:AAT hsa-miR-2277-5p True True False True False hsa-miR-2277-5p 1
hsa-mir-7158_hsa-miR-7158-5p_5:23_4:-1_mut:null_add:null hsa-miR-7158-5p True True False False False hsa-miR-7158-5p 1
hsa-mir-433_hsa-miR-433-5p_12:32_0:-1_mut:null_add:null hsa-miR-433-5p False True False False False hsa-miR-433-5p 1
hsa-mir-498_hsa-miR-498_33:55_-1:-1_mut:null_add:ATA hsa-miR-498 True True False True False hsa-miR-498 1
hsa-mir-1323_hsa-miR-1323_9:31_-2:-1_mut:null_add:null hsa-miR-1323 True True False False False hsa-miR-1323 1
hsa-mir-639_hsa-miR-639_63:83_2:0_mut:null_add:null hsa-miR-639 True False False False False hsa-miR-639 1
hsa-mir-4279_hsa-miR-4279_34:47_1:-1_mut:11T_add:null hsa-miR-4279 True True True False False hsa-miR-483-3p 1
hsa-mir-218-1_hsa-miR-218-5p_23:44_-2:-1_mut:null_add:null hsa-miR-218-5p True True False False False hsa-miR-218-5p 1
hsa-mir-8077_hsa-miR-8077_47:64_3:-1_mut:null_add:TAA hsa-miR-8077 True True False True False hsa-miR-8077 1
hsa-mir-198_hsa-miR-198_4:26_-2:-1_mut:null_add:A hsa-miR-198 True True False True False hsa-miR-198 1
hsa-mir-2110_hsa-miR-2110_6:29_-2:0_mut:null_add:null hsa-miR-2110 True False False False False hsa-miR-2110 1
hsa-mir-410_hsa-miR-410-5p_15:33_1:-1_mut:null_add:null hsa-miR-410-5p True True False False False hsa-miR-410-5p 1
hsa-mir-1973_hsa-miR-1973_30:43_4:-1_mut:null_add:null hsa-miR-1973 True True False False False hsa-miR-1973 1
hsa-mir-6790_hsa-miR-6790-5p_2:22_1:-1_mut:null_add:null hsa-miR-6790-5p True True False False False hsa-miR-6790-5p 1
hsa-mir-4492_hsa-miR-4492_57:74_-1:0_mut:null_add:AA hsa-miR-4492 True False False True False hsa-miR-4492 1
hsa-mir-509-1_hsa-miR-509-5p_21:39_1:-1_mut:null_add:TTA hsa-miR-509-5p True True False True False hsa-miR-509-5p 2
hsa-mir-1290_hsa-miR-1290_53:70_0:-1_mut:null_add:null hsa-miR-1290 False True False False False hsa-miR-1290 1
hsa-mir-4742_hsa-miR-4742-5p_3:22_2:-1_mut:null_add:null hsa-miR-4742-5p True True False False False hsa-miR-4742-5p 1
hsa-mir-1539_hsa-miR-1539_33:50_3:0_mut:null_add:null hsa-miR-1539 True False False False False hsa-miR-1539 1
hsa-mir-7107_hsa-miR-7107-5p_9:26_3:-1_mut:null_add:null hsa-miR-7107-5p True True False False False hsa-miR-7107-5p 1
hsa-mir-4776-1_hsa-miR-4776-5p_10:31_0:0_mut:18T_add:TTT hsa-miR-4776-5p False False True True False hsa-miR-4776-5p 4
hsa-mir-4708_hsa-miR-4708-5p_9:27_0:-2_mut:null_add:T hsa-miR-4708-5p False True False True False hsa-miR-4708-5p 2
hsa-mir-568_hsa-miR-568_17:34_1:-1_mut:null_add:null hsa-miR-568 True True False False False hsa-miR-568 1
hsa-mir-4672_hsa-miR-4672_49:70_-2:-1_mut:22A_add:null hsa-miR-4672 True True True False False hsa-miR-4672 1
hsa-mir-4743_hsa-miR-4743-5p_5:24_2:-1_mut:null_add:null hsa-miR-4743-5p True True False False False hsa-miR-4743-5p 1
hsa-mir-1827_hsa-miR-1827_52:65_3:-1_mut:null_add:null hsa-miR-1827 True True False False False hsa-miR-1827 1
hsa-mir-3911_hsa-miR-3911_15:32_3:-1_mut:null_add:null hsa-miR-3911 True True False False False hsa-miR-3911 1
hsa-mir-548a-3_hsa-miR-548a-5p_25:44_0:-2_mut:null_add:null hsa-miR-548a-5p False True False False False hsa-miR-548a-5p 1
hsa-mir-6867_hsa-miR-6867-5p_9:27_3:-1_mut:null_add:null hsa-miR-6867-5p True True False False False hsa-miR-6867-5p 1
hsa-mir-3617_hsa-miR-3617-5p_12:30_2:-1_mut:null_add:null hsa-miR-3617-5p True True False False False hsa-miR-3617-5p 1
hsa-mir-6887_hsa-miR-6887-5p_9:27_3:-1_mut:null_add:TAA hsa-miR-6887-5p True True False True False hsa-miR-6887-5p 1
hsa-mir-3135b_hsa-miR-3135b_5:27_-2:-1_mut:17A_add:TAT hsa-miR-3135b True True True True False hsa-miR-3135b 1
hsa-mir-548an_hsa-miR-548an_16:33_1:-1_mut:null_add:null hsa-miR-548an True True False False False hsa-miR-548an 1
hsa-mir-451a_hsa-miR-451a_18:37_1:-1_mut:null_add:null hsa-miR-451a True True False False False hsa-miR-451a 1
hsa-mir-6736_hsa-miR-6736-5p_5:25_-1:-1_mut:null_add:TT hsa-miR-6736-5p True True False True False hsa-miR-6736-5p 1
hsa-mir-6883_hsa-miR-6883-5p_7:27_1:0_mut:20T_add:AAT hsa-miR-6883-5p True False True True False hsa-miR-6883-5p 1
hsa-mir-3136_hsa-miR-3136-5p_13:31_3:-1_mut:null_add:null hsa-miR-3136-5p True True False False False hsa-miR-3136-5p 1
hsa-mir-548i-1_hsa-miR-548i_41:58_2:-2_mut:null_add:null hsa-miR-548i True True False False False hsa-miR-548i 4
hsa-mir-1283-2_hsa-miR-1283_13:34_-1:-1_mut:null_add:T hsa-miR-1283 True True False True False hsa-miR-1283 2
hsa-mir-544a_hsa-miR-544a_54:75_-1:-1_mut:null_add:AAA hsa-miR-544a True True False True False hsa-miR-544a 1
hsa-mir-323a_hsa-miR-323a-5p_20:36_4:-1_mut:null_add:null hsa-miR-323a-5p True True False False False hsa-miR-323a-5p 1
hsa-mir-26a-1_hsa-miR-26a-5p_11:30_1:-1_mut:null_add:ATA hsa-miR-26a-5p True True False True False hsa-miR-26a-5p 2
hsa-mir-3936_hsa-miR-3936_65:86_-1:-1_mut:null_add:ATA hsa-miR-3936 True True False True False hsa-miR-3936 1
hsa-mir-4540_hsa-miR-4540_38:55_3:0_mut:null_add:null hsa-miR-4540 True False False False False hsa-miR-4540 1
hsa-mir-7851_hsa-miR-7851-3p_101:119_2:-1_mut:null_add:AAA hsa-miR-7851-3p True True False True False hsa-miR-7851-3p 1
hsa-mir-7110_hsa-miR-7110-5p_5:25_-1:-1_mut:null_add:TTA hsa-miR-7110-5p True True False True False hsa-miR-7110-5p 1
hsa-mir-616_hsa-miR-616-5p_15:36_-1:-1_mut:null_add:null hsa-miR-616-5p True True False False False hsa-miR-616-5p 1
hsa-mir-384_hsa-miR-384_59:75_2:-1_mut:null_add:null hsa-miR-384 True True False False False hsa-miR-384 1
hsa-mir-633_hsa-miR-633_65:82_4:-1_mut:null_add:A hsa-miR-633 True True False True False hsa-miR-633 1
hsa-mir-7704_hsa-miR-7704_1:18_0:-1_mut:null_add:null hsa-miR-7704 False True False False False hsa-miR-7704 1
hsa-mir-3074_hsa-miR-3074-5p_10:31_-2:-1_mut:null_add:null hsa-miR-3074-5p True True False False False hsa-miR-24-3p 3
hsa-mir-3146_hsa-miR-3146_48:69_-2:-2_mut:null_add:TAT hsa-miR-3146 True True False True False hsa-miR-3146 1
hsa-mir-3914-1_hsa-miR-3914_61:83_-2:-1_mut:null_add:AA hsa-miR-3914 True True False True False hsa-miR-3914 2
hsa-mir-3689d-2_hsa-miR-3689d_8:24_4:-1_mut:null_add:AT hsa-miR-3689d True True False True False hsa-miR-3689d 2
hsa-mir-4774_hsa-miR-4774-5p_13:31_2:-1_mut:null_add:null hsa-miR-4774-5p True True False False False hsa-miR-4774-5p 1
hsa-mir-218-1_hsa-miR-218-5p_27:44_2:-1_mut:null_add:null hsa-miR-218-5p True True False False False hsa-miR-218-5p 2
hsa-mir-4489_hsa-miR-4489_6:25_0:-1_mut:null_add:null hsa-miR-4489 False True False False False hsa-miR-4489 1
hsa-mir-1296_hsa-miR-1296-5p_16:37_0:0_mut:null_add:null hsa-miR-1296-5p False False False False False hsa-miR-1296-5p 1
hsa-mir-301a_hsa-miR-301a-5p_13:33_-1:-2_mut:null_add:AAA hsa-miR-301a-5p True True False True False hsa-miR-301a-5p 1
hsa-mir-320b-1_hsa-miR-320b_40:59_1:-1_mut:null_add:null hsa-miR-320b True True False False False hsa-miR-320b 2
hsa-mir-34b_hsa-miR-34b-5p_14:34_1:-1_mut:null_add:null hsa-miR-34b-5p True True False False False hsa-miR-34b-5p 1
hsa-mir-600_hsa-miR-600_61:82_0:-1_mut:null_add:TA hsa-miR-600 False True False True False hsa-miR-600 1
hsa-mir-129-1_hsa-miR-129-5p_6:25_1:0_mut:null_add:null hsa-miR-129-5p True False False False False hsa-miR-129-5p 2
hsa-mir-4451_hsa-miR-4451_49:63_1:-1_mut:null_add:null hsa-miR-4451 True True False False False hsa-miR-4451 1
hsa-mir-133b_hsa-miR-133b_69:87_3:0_mut:null_add:TA hsa-miR-133b True False False True False hsa-miR-133b 1
hsa-mir-6818_hsa-miR-6818-5p_5:26_-1:-1_mut:null_add:null hsa-miR-6818-5p True True False False False hsa-miR-6818-5p 1
hsa-mir-508_hsa-miR-508-5p_30:47_4:-1_mut:null_add:null hsa-miR-508-5p True True False False False hsa-miR-508-5p 1
hsa-mir-4797_hsa-miR-4797-5p_10:29_0:-1_mut:null_add:T hsa-miR-4797-5p False True False True False hsa-miR-4797-5p 2
hsa-mir-3919_hsa-miR-3919_59:74_4:-1_mut:null_add:TAT hsa-miR-3919 True True False True False hsa-miR-3919 1
hsa-mir-762_hsa-miR-762_48:70_-1:0_mut:null_add:null hsa-miR-762 True False False False False hsa-miR-762 1
hsa-mir-26a-1_hsa-miR-26a-5p_10:30_0:-1_mut:null_add:null hsa-miR-26a-5p False True False False False hsa-miR-26a-5p 2
hsa-mir-543_hsa-miR-543_48:67_1:-1_mut:null_add:null hsa-miR-543 True True False False False hsa-miR-543 1
hsa-mir-8063_hsa-miR-8063_49:70_-1:-1_mut:null_add:null hsa-miR-8063 True True False False False hsa-miR-8063 1
hsa-mir-588_hsa-miR-588_19:34_3:-2_mut:null_add:A hsa-miR-588 True True False True False hsa-miR-588 1
hsa-mir-511_hsa-miR-511-5p_15:35_-1:-1_mut:null_add:null hsa-miR-511-5p True True False False False hsa-miR-511-5p 2
hsa-mir-409_hsa-miR-409-5p_18:36_3:-1_mut:null_add:A hsa-miR-409-5p True True False True False hsa-miR-409-5p 1
hsa-mir-6862-2_hsa-miR-6862-5p_5:25_-1:-2_mut:20G_add:null hsa-miR-6862-5p True True True False False hsa-miR-6862-5p 2
hsa-mir-6080_hsa-miR-6080_38:55_0:-1_mut:null_add:null hsa-miR-6080 False True False False False hsa-miR-6080 1
hsa-mir-4321_hsa-miR-4321_48:70_-2:0_mut:null_add:null hsa-miR-4321 True False False False False hsa-miR-4321 1
hsa-mir-193b_hsa-miR-193b-5p_12:34_-2:-1_mut:3A_add:null hsa-miR-193b-5p True True True False False hsa-miR-193b-5p 1
hsa-mir-6769a_hsa-miR-6769a-5p_10:24_4:-2_mut:null_add:null hsa-miR-6769a-5p True True False False False hsa-miR-6769a-5p 1
hsa-mir-581_hsa-miR-581_18:35_2:-1_mut:null_add:null hsa-miR-581 True True False False False hsa-miR-581 1
hsa-mir-3115_hsa-miR-3115_7:23_1:-2_mut:null_add:null hsa-miR-3115 True True False False False hsa-miR-3115 1
hsa-mir-6764_hsa-miR-6764-5p_5:26_-1:-1_mut:null_add:A hsa-miR-6764-5p True True False True False hsa-miR-6764-5p 1
hsa-mir-3153_hsa-miR-3153_51:71_1:-1_mut:null_add:TTA hsa-miR-3153 True True False True False hsa-miR-3153 1
hsa-mir-6840_hsa-miR-6840-5p_6:28_0:-1_mut:21C_add:null hsa-miR-6840-5p False True True False False hsa-miR-6840-5p 1
hsa-mir-4495_hsa-miR-4495_7:24_2:-1_mut:1G_add:null hsa-miR-4495 True True True False False hsa-miR-4495 1
hsa-mir-133a-2_hsa-miR-133a-5p_25:43_3:0_mut:19C_add:null hsa-miR-133a-5p True False True False False hsa-miR-133a-5p 2
hsa-mir-3927_hsa-miR-3927-5p_10:27_2:-1_mut:null_add:null hsa-miR-3927-5p True True False False False hsa-miR-3927-5p 1
hsa-mir-5583-1_hsa-miR-5583-5p_1:21_0:-1_mut:20G_add:null hsa-miR-5583-5p False True True False False hsa-miR-5583-3p 4
hsa-mir-6503_hsa-miR-6503-5p_16:38_-1:-1_mut:null_add:TAA hsa-miR-6503-5p True True False True False hsa-miR-6503-5p 1
hsa-mir-3680-1_hsa-miR-3680-5p_13:33_-1:-2_mut:null_add:null hsa-miR-3680-5p True True False False False hsa-miR-3680-5p 2
hsa-mir-7973-2_hsa-miR-7973_4:18_3:-2_mut:null_add:null hsa-miR-7973 True True False False False hsa-miR-7973 2
hsa-mir-132_hsa-miR-132-5p_22:43_-1:-1_mut:null_add:null hsa-miR-132-5p True True False False False hsa-miR-132-5p 1
hsa-mir-4685_hsa-miR-4685-5p_5:28_1:-1_mut:2G_add:null hsa-miR-4685-5p True True True False False hsa-miR-4685-5p 1
hsa-mir-657_hsa-miR-657_64:82_3:-1_mut:null_add:TAT hsa-miR-657 True True False True False hsa-miR-657 1
hsa-mir-4659a_hsa-miR-4659a-5p_14:35_0:0_mut:null_add:null hsa-miR-4659a-5p False False False False False hsa-miR-4659b-3p 2
hsa-mir-4457_hsa-miR-4457_47:63_4:-1_mut:null_add:null hsa-miR-4457 True True False False False hsa-miR-4457 1
hsa-mir-4772_hsa-miR-4772-5p_13:32_1:-1_mut:null_add:null hsa-miR-4772-5p True True False False False hsa-miR-4772-5p 1
hsa-mir-223_hsa-miR-223-5p_26:47_0:0_mut:null_add:null hsa-miR-223-5p False False False False False hsa-miR-223-5p 1
hsa-mir-564_hsa-miR-564_14:33_-2:-1_mut:null_add:ATT hsa-miR-564 True True False True False hsa-miR-564 1
hsa-mir-143_hsa-miR-143-5p_25:47_-2:-1_mut:null_add:null hsa-miR-143-5p True True False False False hsa-miR-143-5p 1
hsa-mir-10b_hsa-miR-10b-5p_28:48_1:-1_mut:21A_add:null hsa-miR-10b-5p True True True False False hsa-miR-10b-5p 1
hsa-mir-4686_hsa-miR-4686_8:31_-2:-1_mut:null_add:null hsa-miR-4686 True True False False False hsa-miR-4686 1
hsa-mir-3606_hsa-miR-3606-5p_15:36_-1:0_mut:null_add:A hsa-miR-3606-5p True False False True False hsa-miR-3606-5p 1
hsa-mir-3689a_hsa-miR-3689a-5p_8:30_-2:-1_mut:null_add:null hsa-miR-3689a-5p True True False False False hsa-miR-3689e 3
hsa-mir-551a_hsa-miR-551a_61:81_0:0_mut:null_add:null hsa-miR-551a False False False False False hsa-miR-551a 1
hsa-mir-194-1_hsa-miR-194-5p_14:35_-1:-1_mut:null_add:null hsa-miR-194-5p True True False False False hsa-miR-194-5p 1
hsa-mir-550a-3_hsa-miR-550a-3-5p_24:39_3:-1_mut:null_add:null hsa-miR-550a-3-5p True True False False False hsa-miR-550b-2-5p 10
hsa-mir-429_hsa-miR-429_54:72_3:0_mut:19C_add:null hsa-miR-429 True False True False False hsa-miR-429 1
hsa-mir-6132_hsa-miR-6132_21:38_0:-1_mut:null_add:null hsa-miR-6132 False True False False False hsa-miR-6132 1
hsa-mir-6859-1_hsa-miR-6859-5p_7:26_1:-2_mut:null_add:null hsa-miR-6859-5p True True False False False hsa-miR-6859-5p 3
hsa-mir-3132_hsa-miR-3132_6:30_-2:-1_mut:null_add:null hsa-miR-3132 True True False False False hsa-miR-3132 1
hsa-mir-1265_hsa-miR-1265_13:34_-1:-1_mut:null_add:null hsa-miR-1265 True True False False False hsa-miR-1265 1
hsa-mir-4725_hsa-miR-4725-5p_14:32_1:-1_mut:null_add:TT hsa-miR-4725-5p True True False True False hsa-miR-4725-5p 1
hsa-mir-4635_hsa-miR-4635_51:70_0:-1_mut:null_add:null hsa-miR-4635 False True False False False hsa-miR-4635 1
hsa-mir-3120_hsa-miR-3120-5p_16:32_3:-1_mut:null_add:null hsa-miR-3120-5p True True False False False hsa-miR-3120-5p 2
hsa-mir-1297_hsa-miR-1297_52:67_0:-1_mut:null_add:null hsa-miR-1297 False True False False False hsa-miR-1297 1
hsa-mir-4730_hsa-miR-4730_14:30_4:-2_mut:null_add:AA hsa-miR-4730 True True False True False hsa-miR-4730 1
hsa-mir-520b_hsa-miR-520b_44:60_3:-1_mut:null_add:null hsa-miR-520b True True False False False hsa-miR-520c-3p 4
hsa-mir-378g_hsa-miR-378g_3:20_1:-1_mut:null_add:null hsa-miR-378g True True False False False hsa-miR-378g 1
hsa-mir-101-2_hsa-miR-101-3p_49:67_0:-2_mut:19A_add:T hsa-miR-101-3p False True True True False hsa-miR-101-3p 2
hsa-mir-3185_hsa-miR-3185_7:29_-1:-1_mut:null_add:ATT hsa-miR-3185 True True False True False hsa-miR-3185 1
hsa-mir-4425_hsa-miR-4425_52:70_2:-1_mut:null_add:null hsa-miR-4425 True True False False False hsa-miR-4425 1
hsa-mir-4486_hsa-miR-4486_4:20_-1:-1_mut:null_add:null hsa-miR-4486 True True False False False hsa-miR-4486 1
hsa-mir-19a_hsa-miR-19a-5p_14:34_0:-1_mut:null_add:null hsa-miR-19a-5p False True False False False hsa-miR-19a-5p 1
hsa-mir-3154_hsa-miR-3154_55:75_1:0_mut:null_add:TTT hsa-miR-3154 True False False True False hsa-miR-3154 1
hsa-mir-4518_hsa-miR-4518_50:74_0:-1_mut:null_add:null hsa-miR-4518 False True False False False hsa-miR-4518 1
hsa-mir-5088_hsa-miR-5088-5p_4:28_-2:-1_mut:null_add:null hsa-miR-5088-5p True True False False False hsa-miR-5088-5p 1
hsa-mir-6822_hsa-miR-6822-5p_10:24_4:-1_mut:null_add:null hsa-miR-6822-5p True True False False False hsa-miR-6822-5p 1
hsa-mir-4704_hsa-miR-4704-5p_14:30_4:-1_mut:null_add:null hsa-miR-4704-5p True True False False False hsa-miR-4704-5p 1
hsa-mir-6827_hsa-miR-6827-5p_9:26_3:-1_mut:null_add:A hsa-miR-6827-5p True True False True False hsa-miR-6827-5p 1
hsa-mir-600_hsa-miR-600_59:82_-2:-1_mut:null_add:null hsa-miR-600 True True False False False hsa-miR-600 1
hsa-mir-3655_hsa-miR-3655_5:19_4:-2_mut:null_add:AT hsa-miR-3655 True True False True False hsa-miR-3655 1
hsa-mir-551a_hsa-miR-551a_59:81_-2:0_mut:null_add:null hsa-miR-551a True False False False False hsa-miR-551a 1
hsa-mir-5690_hsa-miR-5690_8:29_-2:-1_mut:null_add:null hsa-miR-5690 True True False False False hsa-miR-5690 1
hsa-mir-125b-1_hsa-miR-125b-5p_18:36_3:0_mut:null_add:TTT hsa-miR-125b-5p True False False True False hsa-miR-125b-5p 1
hsa-mir-1254-2_hsa-miR-1254_5:25_1:-2_mut:null_add:TT hsa-miR-1254 True True False True False hsa-miR-1254 2
hsa-mir-4716_hsa-miR-4716-5p_13:32_1:-1_mut:null_add:TA hsa-miR-4716-5p True True False True False hsa-miR-4716-5p 1
hsa-mir-4283-1_hsa-miR-4283_12:26_1:-1_mut:null_add:null hsa-miR-4283 True True False False False hsa-miR-4283 2
hsa-mir-4533_hsa-miR-4533_8:30_-1:0_mut:null_add:TAT hsa-miR-4533 True False False True False hsa-miR-4533 1
hsa-mir-4653_hsa-miR-4653-5p_8:30_-2:-1_mut:null_add:A hsa-miR-4653-5p True True False True False hsa-miR-4653-5p 1
hsa-mir-450a-1_hsa-miR-450a-5p_18:37_0:-2_mut:null_add:null hsa-miR-450a-5p False True False False False hsa-miR-450a-5p 2
hsa-mir-1193_hsa-miR-1193_11:32_1:0_mut:null_add:null hsa-miR-1193 True False False False False hsa-miR-1193 1
hsa-mir-584_hsa-miR-584-5p_15:36_-1:-1_mut:null_add:TT hsa-miR-584-5p True True False True False hsa-miR-584-5p 1
hsa-mir-921_hsa-miR-921_5:25_3:-1_mut:null_add:null hsa-miR-921 True True False False False hsa-miR-921 1
hsa-mir-552_hsa-miR-552-5p_26:44_1:-1_mut:null_add:null hsa-miR-552-5p True True False False False hsa-miR-552-5p 1
hsa-mir-4713_hsa-miR-4713-5p_15:31_4:-1_mut:null_add:null hsa-miR-4713-5p True True False False False hsa-miR-4713-5p 1
hsa-mir-4661_hsa-miR-4661-5p_9:30_-1:-1_mut:null_add:AA hsa-miR-4661-5p True True False True False hsa-miR-4661-5p 1
